review,sentiment
"Not Verified | New Orleans to Indianapolis. I was very concerned when I broke my foot a few weeks before or trip and had surgery. I was non-weight-bearing and had a knee scooter. We called United two nights before the flight and they immediately did everything to be accommodating, changed my seat for free, changes my husband to be near me, described the process for boarding and leaving plane. We boarded four flights on that trip and everyone acted amazing, it was so easy, I am so grateful. Would definitely fly United again.",Positive
Los Angeles to Denver. First off customer service is terrible. Everyone was telling us something different and we could not get a solution for anything. We had a flight going from Los Angeles to Denver from there to our final designation which was Columbus. Our flight was delayed due to mechanical issues four and half hours which we would miss our other flight. There were two flights with Delta airline that would get us there on schedule but no one was willing to help and made us wait 2 hours so then we couldnÃÂt make that flight. Now we are having to take an overnight flight which we did not want and we get nothing in return for this crisis. We even have to pay another baggage fee because we got transferred to a different airline. I would never fly this airline again in my life nor recommend this airline to anyone I know.,Negative
"New York to Orlando. This was a pleasant flight. The flight attendant was fun and friendly and the seats were quite comfortable. The wifi was also surprisingly a bit reliable and the land service was a breeze including the boarding procedures. I would fly with United again. Also, the airline is quite generous when it comes to juice portions as they serve the whole cans and nit just on a plastic glass.",Positive
"The plane had a mechanical problem, we were repeatedly asked to stay on the plane. After two and a half hours we were told the plane was fixed and that we would be taking off. 30 minutes later we were told they didn't have any flight attendants and if we waited a few minutes the replacement flight attendants were in the airport and on their way. After another hour of waiting we were told they couldn't get flight attendants and deboarded the plane. When we got off the plane we were asked not to stand in line and that they would call us by name and that they would give us a hotel voucher so we could come back in the morning to fly. After waiting more than an hour they asked everyone to get in line, then they ran out of hotel vouchers so had to sleep on the floor. United was completely unprepared, how could they not know if the repair took longer than 2 hours their flight attendants would time out. How did they not already have a back-up plan in case the repair took longer than 2 hours. I was second in line when they asked us not to be in line, why would they announce for us to get out of line and then tell us we have to get back in line and then tell most people, sorry there's no hotel. Several of the United staff were clearly upset and they just stopped helping people and when I finally got to the front I was treated poorly. I was asked why am I here and when I told them about the flight delay they said they didn't know anything about it and that they had just got there. I asked for my hotel voucher and they had to check to see if they could help me. I received a hotel voucher and by the time I got to the hotel there was enough time for 2 hours of sleep. United did a terrible job of managing the situation.",Negative
"Chicago to Phoenix. Where do I begin, I canÃÂt even find anything Positive to say! The worst airlines ever everything was bad. Very uncomfortable seats and extremely rude staff. You canÃÂt even ask them a simple question they literally just yell at you and donÃÂt even use manners. IÃÂd never fly with United ever again.",Negative
"Edinburgh to Charleston via Washington. The flights to Edinburgh were ok but the planes we were on were very old and filthy. I used the warm towel they provide before the meal service to wipe off the center console between the seats and it was black. Yuck! The flight attendants were nice and the food was fine. Our return flights were not good. Our transatlantic flight was cancelled but we were not notified until we were standing in line to check in. We got a nice hotel room amd meals and the flight the next day was on time. But again the plane was filthy, the blanket smelled like body odor and had holes in it, and the wool throw smelled like a wet dog. There is no way those had been cleaned between uses. Again the center console was visibly dirty. I paid almost $5000 for this? The flight attendants were unfriendly and we were made to feel that we were an inconvenience for them. Our connection was in Newark and the plane we were supposed to leave on was diverted to another airport. Flight was delayed for hours while we waited for another plane. That one was United Express and that plane was very old and the interior was not maintained. My husband wents to the lavatory at the back of the plane and said there was a crack in the interior plastic. Part of my armrest was missing. I have to wonder what the state of the mechanics on these aged planes is like if the interior that is visible to the customers is so bad. I will avoid United Airlines whenever possible in the future. Think twice before you book with them.",Negative
"Lufthansa/United failed to put my luggage on the airplane in Munich, for some unknown reason. Despite filing a claim, my luggage was still sitting in Munich three days later. Eventually, they flew it to Charlotte, NC where I had stayed one night upon my arrival before traveling onwards. I called every night to track the progress (or lack thereof) of my luggage. Even though I had updated the address from the address of the first night's hotel to the new location, every single time I called they had the address of the first night's hotel. Three days after my luggage arrived in Charlotte, I called for the 7th time because I still did not have my bag. They told me it had been dumped off at the hotel where I had stayed 5 nights before, despite the fact that I'd updated the address over and over. So now my luggage is at some hotel I stayed at 5 nights ago that I am not planning to return to. After an hour on the phone with United this evening, he's told me (for the 5th day in a row) that I should have my bag by tomorrow. United is incompetent. Over and over I heard them say, ""I apologize for that, ma'am."" It would seem that they've all be trained to deal with issues in this way, rather than by actually sorting them out. Very, very unhappy with United/Lufthansa and not fly with them again, even if it means paying extra to fly on another airline.",Negative
"Denver to Philadelphia. The plane was delayed because of a warning light about a fuel pump after the flight was fully loaded. It then took 20 minutes to get a mechanic and another 20 minutes to figure out the warning didn't matter and we could fly anyway. ""its a redundant system"", they told us. The experience was made worse by the fact that there was no air conditioning during the period of the delay on a hot day in Denver. The airplane was not cleaned after arrival in Denver from San Francisco. I was stepping on crackers left on the floor and there was garbage left in the compartment on the back of the seat. My family flies UA regularly but this had me thinking I should look for alternatives now whenever I can.",Negative
"Tokyo Narita to Hobbs via Houston. I traveled alone with my 10 month old daughter both ways. No flight attendant helped me out in any way like putting luggage up in the cabin, picking up her toys for me, or even just being friendly. Everyone treated me like I was a hassle to deal with. One attendant refused to give me my bassinet because service had started, even though I had already been waiting for an hour. It only takes a few seconds to latch it on. One flight attendant actually made eye contact with my smiley daughter and waved, which was nice. One Japanese male attendant who I spoke to in Japanese, replied to me in English even though (he was speaking Japanese to the other staff so) I know he spoke Japanese. Why not speak back to me in Japanese? That is just plain rude. Other than that, after experiencing JAL last year, I thought the food was extremely disappointing. I also specifically made a phone call just to request a bassinet, but when I went to check in, there was no such request. I was baffled. I canÃÂt say how disappointed and annoyed I was about the staff on both flights. If you are traveling alone with an infant, they will treat you like an inconvenience.",Mixed
Perfectly clear day. No weather problems. Delayed and we'll miss our connecting flight again. We have missed connecting flights several times with United Airlines. I hate to fly with them but this was the only option this time.,Negative
"After arriving at the airport at 4:30am in San Diego we flew into Chicago. Little did we know we would not be leaving that airport for 36 hours. Our flight to our destination was scheduled to leave at 6pm. After our gate got changed 10 times and our flight got delayed further and further we scurried up and down stairs to each one. We then arrived at the last gate at 9:30pm. We sat and sat and were told no updates. We then were told we were waiting on the plane to arrive that we were flying out. The plane landed. BUT we only have one pilot, so we waited for another plane to land for a second pilot. Thenone of the flight attendants timed out on her shift and could no longer board our flight home. BUT by the time the other plane landed the staff timed out as we watched them walk right out of the gangway to the plane passed us never to be seen again. So, we waited on another plane for a whole new crew. We were assured for the first announcement over the intercom of the night that we were heading out soon! At this point it is 11:30pm. 30 minutes later, at 12am, we are notified that the flight is cancelled. after waiting 9 hours and running around the airport, it is canceled. This is not even the worst of it. We call United customer service to see what can be done 2 times (go ahead and listen to those calls- they are pathetic) only to be told there are no more flights to JAX and that we cannot be helped.  The couple in front of us got another flight booked automatically that left 6am the next day why our customer service experience was so different is beyond me. We ended up buying the only flight we could in a different airport. We ended up purchasing a flight from MDW in Chicago to JAX. Sometime after purchasing the flight I was so relieved to find one! That is until I realized the flight I purchased from Delta airlines was on September 27th when I need to leave ORD right then and there on now what is September fourth. So with even more stress added, I am out over $500 more dollars, I still have no way home, I have nowhere to stay no way to travel, I donÃÂt have my luggage, I am defeated. So, after searching for some more time, there are no flights out of ORD to JAX for 2 more days. I ended up purchasing another flight for $935.60 from a different airline and airport in Chicago that did not leave until 1 pm the next day. We were left with no other choice but the sleep on the ground. So, it is now 1:30am. We are wondering where is my luggage that has everything I need in it and were told our luggage went to JAX already without us. It didnÃÂt make sense. So, we then stood in another line and were told that our luggage is at ORD but if we exit to get it, we cannot get back in until the morning. So, we agreed to get our luggage in the morning before we spend another $40+ dollars to transfer to MDW where our new flight is.",Negative
"Cedar Rapids to Toronto via Chicago. First delayed flight due to weather, then after boarding there was a plane ÃÂmalfunctionÃÂ meaning we would miss our connecting flight. CouldnÃÂt get us anything until the following night missing a day and a half of our trip! Then when trying to see if we could get a partial vs full refund depending if we canceled our trip vs still going they said those seats for the next day were now gone! Forget it what a joke! They were so quick to take my money but didnÃÂt refund me for a checked bag I didnÃÂt even take because of the cancelled trip. Phone customer service was just as terrible saying I had to fill out online for a refund when I told them it kept coming up with an error, sounds like lazy workers to me! Will not fly again!",Negative
"Syracuse to Sacramento via Chicago. Never flying United again. If a representative is taking pain to go through the reviews (which I highly doubt), itÃÂs high time to change your employees. What angered me was not the delays or inconveniences of last minute gate/terminal changes. That I can handle. What irked me was the sheer arrogance and attitude that each one of your employees show towards customers in general-especially the ones at Chicago OÃÂHare. I am yet to come across one who is civil and decent enough. As customers, we shouldnÃÂt have to deal with your employees attitude and sarcasm. I give this airline zero stars. Nowhere else have I felt this poorly treated ever in my life.",Negative
San Francisco to Seattle. What a joke of an airline. The staff is rude and unprofessional. The whole experience was so stressful that I have sworn myself never again flying United. I donÃÂt even think they care about customer service. The only nice people are the pilots!,Negative
Newark to Aruba. United cancelled my flight to give the seats to another group that was cancelled the day. Before then delayed my flight and cost me two whole days in an airport and 2 missed days of work . They offered a laughable 150 compensation to fly with them again. Please read before booking. They are over priced and have no one to speak to in customer service only emails and no phone calls or conversations. I will never fly them again and I suggest you do the same,Negative
"Newark to Raleigh Durham. Flying United once again was a horrible experience. Even though a passing storm stopped several hours before the departure the outbound flight was cancelled. I had to go to a university to attend classes for one week and when I checked in on the rescheduled flight, the flight attendant made me check my luggage even though my luggage basically met the carry on requirement, which caused me to be late to my class though my rescheduled flight left at 6am and I had plenty of time to get to class by 9am. One the way back my flight was delayed 4 hours though only a 1.5 hour flight. Once I got back to my airport, because they made me check my luggage again, I was delayed another hour since the luggage were put into a room without alerting anyone. United airline operates giving zero consideration to the customer's time, paying good money. Their attitude seems to be """"we are doing you a favor"""". The attendants are rude and I have never flown out on time nor reached my destination on time. United new carry on baggage policy is a scam. You have to board basically with nothing with you unless of course you pay more. It is a shame how United treat their customers so poorly and without much dignity.",Negative
"Not Verified | Pittsburgh to Denver. It wasn't enough for United Airlines to make your life hell on the plane, they've overachieved and ruined your day before you even check in! I got to the gate to check in and immediately was informed I was restricted. Yeah thanks for alarming me. Then I'm notified my flight was delayed, but received no notification that this happened. Great, now I'm at the airport 4 hours early. But then it gets worse. I researched the night before and United states you are allowed a personal item and a carry on (sizes are listed) but they don't mention that it depends on the class. If you have basic economy you forgo your free carryon rights and must pay to check it in. Now they've put a damper on my day, trip and wallet. Then my flight was delayed 2 more times just to really kick me in the knees. Bottom line, I would much rather give my nonprofit salary to any other airline.",Negative
"San Francisco to Medford . The flight was fine but we paid a lot of money and still had to pay more for baggage and to go on an earlier flight. We also paid to get premium economy so as to have a bit of leg room. The airline check-in was a nightmare. We were coming in from overseas on a different airline and had to re-check bags and get seats. There were kiosks, which I assumed were for checking in bags only. We wanted to try to get an earlier flight so I started to approach the ÃÂadditional servicesÃÂ counter. However, the attendants started yelling that the counter was only for missed flights. The whole time we were there, the people at the counter were yelling at everyone to use the kiosk. There was no-one there welcoming us and answering questions, they assumed that we should know their process and yelled when we didnÃÂt. After being in the UK and experiencing the polite service there, it was disappointing that one of our major airlines is so rude to customers. Frankly, I would rather fly Southwest where they will be polite to me and wonÃÂt ÃÂnickle and dimeÃÂ me like United. Unfortunately, few airlines fly in/out of our little airport.",Negative
"Wichita to San Francisco via Denver. Horrible delays today without explanation from Wichita to San Francisco. Flight UA2188 from Wichita supposed to fly out at 6:25am, 4 hour unexplained delay. Missed connection in Denver. Flight changed to UA0733 that was also delayed 2 hours unexplained then canceled for flight UA3436 back to Kansas City at 3pm for connecting flight UA5312 to San Francisco which has now been delayed as well. Wide spectrum delays on United flights as a rule, come to find out, especially on the planes from Canada. The planes are old and in disrepair. I will have been bounced around 19 hours and missed a full day of work with expensive parking fees at San Francisco along with now ridiculous drive time. I will never fly United again and will not recommend them. I spoke with another passenger that stated they've been trying to get home for 3 days with United.",Negative
"Newark to Delhi. Miserable employees especially entourage to lengthy nonstop destinations. Seems they should stay and work domestic. Hardly any courtesy or know how to respond to their customers. Maybe they are overworked. I had a terrible experience with a flight attendant who was rude and I mentioned other airline policies, she said well go fly with them then. I was simply asking her a question.",Negative
"Paris to Newark. Very friendly staff (except one FA who was a bit cranky, but her colleagues more than made up for it). The food and beverages in business were good. The salads served for lunch and then for the pre-landing snack were fresh and tasty and the pre-arrival snack is a big improvement over the microwaved chicken or mystery meat wrap they used to serve. The seats on the 767-400 are still the old CO/UA BusinessFirst seats. Not bad, but not as comfortable as the new Polaris seats - which at this point you'd start to expect on NYC-western Europe flights, given what the non-US carrier competition now offers. However, we had plenty of pillows and blankets, including a cool gel pillow that was really comfortable. Star Alliance lounge at CDG isn't anything to write home about, but it was fine. The new United Polaris lounge the we used on our outbound flight is a huge improvement over the old United Club.",Positive
Tampa to Denver. Did not have a seat next to my daughter (she is 14). As I approached the service at the gate they ignored me for about 2 minutes and then told me rudely that they are not open yet. Second time after my trip in July which got me stranded in Denver overnight with no blanket or services or hotel room. I will try to avoid United and will never ever recommend flying United - service got extremely bad over the years.,Negative
"United Airlines just lost a customer for good! Just finishing off a 2nd leg of a flight. The first leg from New York (LGA) to Houston (IAH) was an incredible 1st class flight with outstanding service. However, my connection from IAH to Lubbock, TX (LBB) was miserable. One would think that a tiny plane at 60% capacity with NO first class section would allow some flexibility, but apparently thatÃÂs not the case with UA. I ended up next to another 6ÃÂ5 male in an already ultra-tight seating arrange (reason #1 I donÃÂt fly United). I quickly felt like the ultimate ÃÂcommonerÃÂ no longer in 1st class when asking to change seats to one of the 3 bulkhead seats with no passenger after the main doors were closed. ÃÂSorry sir, only Gold and Platinum flyers are allowedÃÂ is not a comforting feeling after I just spent $1165 on a last minute first class ticket!! If thatÃÂs a company policy change it! ThatÃÂs classless United Airlines. I didnÃÂt request a first class seat. I requested a poor bulkhead with the tightest legroom of any carrier IÃÂve flown. I think the seat would have cost me $18, but it originally wasnÃÂt available.",Mixed
"San Francisco to Seattle. IÃÂm appalled by the horrible attitude from the ground staff in SFO. I was one of the last few to board (with 25 minutes to spare before takeoff), and was told that there was insufficient space overhead bin for the remaining passengersÃÂ bags. I was asked: ÃÂWill your bag fit in front of you?ÃÂ by one of the male staff, to which I answered ÃÂYes, itÃÂs just clothes.ÃÂ I was then yelled at for no good reason. He said ÃÂI didnÃÂt ask you what was in the bag, I asked if it would fit.ÃÂ IÃÂve never been treated like this by service crew anywhere in the world. You would think that there would be some semblance of service!",Negative
San Francisco to Birmingham via Chicago. Never again. Given a flight with an impossible connection. No way to travel over 2 terminals in 10 minutes. Logistics planner that sequences flights sucks as does customer service.,Negative
"Flew Orlando to San Francisco. I travel on a regular basis, but not normally on United, Now I understand why! The gate agents, flight attendants and baggage workers are some of the rudist people I've ever met. They seem extremely incompetent and give you the run around if you have a question. I lost my wallet on a plane and it took me over an hour to find someone who could help me. I finally went back to the airport, which was a $60 Uber ride away to figure it out on my own. In addition, my husband was checking a firearm and it literally took 30 minutes to complete after being sent to several different places by several different people. I booked in economy because I didn't read the fine print that talked about the inflexibility of this type of fare. When we inquired about changing, they treated us like we were second hand citizens. Its not like the ticket was free, even if it was, that's no way to treat anyone. Finally, there was a child screaming at the top of his lungs on our flight and not one attendant offered any help to the mother. In addition, they didn't even insist that either of them put on their seatbelts. Unbelievable! Things look pretty in the terminal and everyone is dressed very well, however, the customer service is horrible.",Negative
"Not Verified | I flew on a flight from Tokyo, Narita to Denver international, coming back from a family vacation. Our flight was a total of 10 hours and 10 hours and 20 minutes long. Departing time was 5:15pm - 12:35pm. The flight price was $1,394. I gave it a average of 7 stars, based on the overall stars of 21. I feel the value for money was not where you want it to be. The flight was bearable, but not extremely comforting, there were times where I had to really get creative in the position of my body to get at least 20 minutes of sleep. Leg room was mediocre at best. A passenger sitting next to me who was a little over six foot had 0 space between his knees and the seat in front, he sometimes had to press his foot against the seat in front. Seat Comfort = 2/5 - Value For Money = 2/5 In terms of the cabin crew, they were not nice, but they were not rude either. You could tell some flight attendants were a bit rough around the edges, wanted things to be done quickly. But some were more understanding and nice, but still have that edginess. That is all okay because they ended giving out some decent food. The problem I have with some airlines is that the food is just bland, and this is the same with United, but thankfully, they came with salt and pepper, good job. Dinner meals were okay, but breakfast was great. If your settling in for a long flight, try the omelette meal if they have it, the meal is rather delicious for airplane food. Cabin Staff Crew = 3/5 - Food And Beverages = 4/5. One thing I desperately have to mention is the washrooms in that airplane. I mean I had never seen anything like it. If your a person that frequently visits the washrooms, and does not like to wait, United might not be for you. On my flight, there was not a minute that the washroom was empty. There was also somebody in it, and there was also a lot of waiting, you couldnÃÂt just sit at your seat and wait for someone to finish, because theyÃÂre people in line that will snatch thatÃÂs opportunity up right away. Man the washrooms on that flight were something I will never forget. My last topic is in-flight entertainment. I felt the roster of movies was pretty good, and I got to watch some very good movies, that are brand new. The only downside is the technology to watch it. It was a touchscreen tv on the seat, but to be honest it was challenging to use, a light press on the screen when you want to exit out will not work at all, and you might be stuck with thinking that your screen isnÃÂt working and not watch a movie for the whole flight! But instead you had to press hard on every single button to get it to work. This is okay and is a lot better than the screen not working at all, but is frustrating. In-Flight Enternainment = 3/5 Well the flight was bearable, an above average flight as you can say, and above average is okay with me on a gruelling 10 hour flight but anything below that is a nightmare. Overall this flight was what you call plain mediocre. And if you have a bit of patience youÃÂll get though it fine, and if you donÃÂt find another flight. Bearable, Above Average and Mediocre, are things that I feel itchy about, but for a 10 hour flight I would recommend it, but the price is a little bit out of hand.",Mixed
I had a flight from Calgary to San Diego via San Francisco. The flight was delayed and my connecting flight from SFO to San Diego was already left. I have to stay at the airport for whole night . No other flight was provided or even Accomodation. Worst customer service. Won't recommend to travel with United ever. I even know this review won't make any difference to United Airlines,Negative
"Jacksonville to Washington via Boston. My husband and I stay in airport from 10:30am until we thought our flight was coming at 7:50 only for them to announce that the flight is delayed. They couldn't offer us to go on another flight, they couldn't offer us a pillow or blanket to keep us warm and comfortable while we had to wait. Uncertain why the flight was delayed, they claimed weather, but other airlines were flying to our destination with no delays, because we had an economy flight we were treated less than.",Negative
"I am a mom of 2 kids flying today from Dallas to Chicago. United asked me to reschedule the flight due to bad weather. After rescheduling my flight they sent a message stating that now this flight has been cancelled. We tried to book again the previous one but it was full at that moment of time. It's a terrible day for me, due to long weekend we had so many plans and all have been cancelled last minute. My elder daughter is so disheartened. The customer service representative will just say apologies and won't even give any benefits to you. Please don't book any flight with United Airlines if you are traveling on long weekends or holidays.",Negative
"Hartford to Tampa via Chicago. First let me start by saying if United is your only option for an airline you may want to strongly consider driving to your destination, you will likely get there quicker. Second when your flight is canceled 90 minutes before departure because the aircraft is ÃÂnot availableÃÂ United will never tell you why, so do not ever expect any type of compensation for your loss of time or other expenses. Lastly, not only will you ever hear and apology, but instead the agents are rude and act like they are doing you a favor for rebooking causing you to lose an entire day of your time. Never again my friends, and yes please do use my real name! I rarely ever leave poor reviews but this is more than justified!",Negative
"San Francisco to Frankfurt. Worst airline in the world is United Airlines. I'm a gold member for many years. The airlines constantly has flight delay, extremely bad or worst customer services - bad attitude of gate agent, attendants, and all known to everyone the worst food services among all the airlines I've experienced. I fly often with European and Asian airlines, even latin american airlines, all I have received much better services than from United. This is the latest experience I had just 2 days ago traveling from SFO to Reykjavik connecting at Frankfurt. Notified in the morning of departure, flight was delayed for 1 hour 15 min. I have 1 hour 35min connection at Frankfurt originally. Got to airport, the check-in agent said the flight should take off per new time and will arrive only 30min than original. It turned out flight was late departure for 2 hour 15min, and arrived 1 hour 10 min later than planned. And got text message at FRA saying they put me on the flight next day midnight arrival to Iceland. That is 1 and half day later. I only going to be at Iceland for 3 days. Then to make things worse, they couldn't get my baggage transfer to the new flight that I had switched to at FRA airport. Now I'm stuck at Iceland without any clothes and can't get out in the cold weather. Here is the contrast, at the SFO airport, a gate agent of United, at the elite / premium line, was extremely rude. I hand over my passport and he handed back and said ""open to the photo page"". With 1 hour delay, and line up, and even at the premium line, this is United's attitude. And to compare to the agent of Lufthansa airlines at FRA airport gate, the 2 ladies was very friendly, and went out of their ways to help me, and put me on a same day flight connecting to Iceland only 5 hour later than my original flight. They didn't send me to the United customer service, which is what I would expect any gate agent or airline services in US airports would do. They made many phone calls while asking me to wait and took care of everything and handed over my new boarding pass and told me they've notified baggage handling of my new flights.",Negative
"Charleston to Houston. I paid for a 7:00a.m flight not 8:15a.m flight. Every time I fly United itÃÂs never on time. I would recommend Delta or Southwest. United is a joke. If you would like to land late every time you fly, then fly United.",Negative
"Booked to fly Baltimore to Syracuse. I cannot say enough negative things about United Airlines. This is is the second review IÃÂve left in the last four hours because I have very little to do since arriving in Newark. Delayed flights. Terrible customer service. Save yourself the headache. Every single time I donÃÂt fly Southwest, I regret it. Do not make mistake I have made.",Negative
"Rochester to Burlington. Absolute worst airline you could fly on. Found out our flight was over an hour delayed after arriving at the airport, however we needed to ask if this meant we would miss our connecting flight. Staff was completely unsympathetic. Gave us 2 options both would have us arrive at our destination a little less than 24 hours after our scheduled time. On top of that, the attendant was unsure if we would get a refund if we cancelled the flight. Again, completely unsympathetic. ItÃÂs 2018 United, try and figure out a better flying schedule so your flights donÃÂt get delayed. In the future, I would happily spend extra money if this means I will not ever have to fly on United again.",Negative
"Denver to San Diego. On July 22, 2018, I registered for the United MileagePlus Reinstate Challenge. It was my understanding that if I took a qualifying flight, then I'd reinstate 90,000 miles. However, after I took my qualifying flight, United told me that only 1,500 miles were reinstated. Given that they charged my $100, I asked for a refund since it was not worth paying $100 for $1,500 miles, but they refused. Their reinstatement challenge is a fraud so don't register for the program!",Negative
"Houston to London. Worst return travel that never happened just because they were not able to match first name from a boarding pass to the name given on the passport. Instead of checking the surname on both the travelling documents and providing every possible proof that it was a booked by a family member who gave my Arabic initial instead of my actual first name. Every personal detail I entered and gave them such as passport no. DOB, Expiration date and ticket details all matched, but they still didn't let me go through. I'm baffled and wondering as to why didn't United rectified my ticket when I have given them my passport details and all. They took me to the TSA and adding salt to my injury, they kept me waiting for an hour, took me back to United Airlines and asked me to verify her details which the customer service on the phone did, but the United Airlines rep on the desk at the airport refused to verify it. The customer rep on the phone spoke to the rep at the desk and he still refused me to travel back. They have sucked the money out of me not only for the return ticket and $100 extra for an extra luggage I was supposed to take back to London today.",Negative
"Portland to San Francisco. Worst airline to travel. They will try to suck money out of you in every possible way. They charged me extra $50 for 2 bags that were allowed free to carry on by all other 5 airlines in the itinerary. Also they insisted again and again that the ÃÂkind of ticket classÃÂ I booked, they are doing me a favor for everything. I am not sure how they treat economy passengers but it felt insulting at one point. It was unfortunate that I booked tickets through United Airlines. But I will not repeat this mistake again in future, itÃÂs a lesson learned for me.",Negative
"I was heading to Newark airport from Honolulu, with a layover in Denver. An electrical malfunction occurred on the flight causing the plan to land early in San Francisco. When I arrived at the airport, United Airlines' customer service could not find my reservation, they lost my luggage, and could not send me back on the same day. Please do not ever fly with United. It's really never worth the cheap price.",Negative
Los Angeles to Milwaukee via Chicago. Never again. Leave Chicago late because ÃÂsomeone forgot to engage the steeringÃÂ. Sit there for 30 minutes and they still call it an on time departure. Land in Milwaukee and the grounds crew wont do anything because of a chance of thunderstorms. I am sitting on the tarmac watching Southwest park and unload their planes. With their delay I am taking the time to write this review.,Negative
Rochester New York to Washington. I was on a small plane (2 seats per side) and I being a large man was also sitting next to a large man (probably the two biggest guys on the plane). There were 3 of 4 exit row seats open. They wouldnÃÂt let us move because they the flight attendant said we couldnÃÂt because we didnÃÂt pay for them. They were already paid for but they didnÃÂt show up for the flight. So she decided to make it an uncomfortable flight for us and then leave the exit row seats open which is a hazard.,Negative
Portland to San Francisco. They charge you even for small carry on item. While delta allowed me to carry the small carry on bags United changed for both of them. This was the last time I did business with them. I think they will keep on losing customers if they do not focus on them.,Negative
"Milwaukee to Washington. Terrible customer service. Because my ticket was purchased via 3rd party, it was deemed group 5. I tried to upgrade from economy time of purchase and check in but it would not let me. By the time you get to the gate you pay $50 for your hand luggage. Or you go back thru TSA to pay $25. Very hungry airline, seats are very tight. Stay away from them. Even Spirit is better.",Negative
"Buffalo to San Juan via Chicago. My family and I were rerouted because we missed our connecting flight in Chicago when the first flight from Buffalo was almost two hours delayed. We were sent from Chicago to LaGuardia airport in New York and told that our luggage would be sent to LaGuardia. When we arrived at LaGuardia, our luggage didn't. We filed a baggage claim and were told that the luggage was still in Chicago but would arrive on a later flight. Since our connecting flight wouldn't be leaving until the next morning, we waited at the airport and when the last flight arrived around 11pm, still no luggage. We are now left without any luggage and we will be catching our cruise at it's next port of call. This means we will be without a change of clothes and toiletries during a one week cruise. United Airlines has only given us a lot of explanations why they can't help us. The only reason we will even be able to board the boat is because we purchased new tickets through another airline. After the humiliation and frustration that we have been put through by United Airlines, I would never recommend this airline. They give you a number to call but make sure that you can't contact a live person.",Negative
"Maui to San Francisco We had a flight to Kauai from Maui which we could not make due to Hurricane Lane/ fires blocking all roadways to the Kahului airport. Because of this we could not go to Kauai. We had a return flight from Kauai to Maui connecting from Maui to SFO. We had already paid for our flight, we called in to see if we would have to do anything special with our bags. Then they informed us because we wouldn't be on the first plane in the flight arrangement they would need to ""cancel"" per policy and charge us additionally to schedule us a new flight, even though we already paid for two seats on a flight that is already leaving from Maui to sf which we would be on. United had ""waived fees"" for flight issues related to the hurricane up until the 26th August, but had no sympathy or sensitivity to the fact that our issue is directly correlated to the waivers they were issuing. Terrible customer service, terrible policies, terrible compassion, and overall I am not surprised with this experience given everything United has received heat for in recent history. I'll never book with them again. I have to believe our experience is part of UA's attempt to fix their stock price, never again. This experience was over the phone and not directly related to any flight attendants, pilots, or in flight experience. Just want to express the unbelievable ridiculousness we experienced with UA policies, call, customer service.",Negative
"We had 4 flights over a period of 2 weeks with United. I have to say they are the best airline we have flown with. Leg room was excellent, staff were very attentive to our needs. Meals and drinks were of a high standard. Leg room and comfort were very good including pillow and blanket and flight entertainment was brilliant with so many movies, TV shows and games to choose from. It made our whole experience of flying so relaxed.",Positive
"Las Vegas to Miami. Flight was terrible, tried to pay for seats prior to our flight but website was down so we spoke with customer service which promised us seats together with a window and in front, upon arriving the seats were not together. All staff members were unhelpful. Going home from Miami flight was delayed which caused us to be unable to make our second flight. They had no more flights until the next day and would not refund nor give us a hotel. So we will be missing work and lost a lot of money in UberÃÂs, hotel and food. Will not be flying with United again after lack of accommodation.",Negative
"Newark to London. Get the seat comfort of Economy when you book Business class: the seat in business class was broken and could not recline. Quite annoying on a night flight. The crew tried to solve the issue but they did not manage to address it. The cabin was full, so no other options.",Negative
"Chicago to Hartford. I'm currently sitting on a United flight as I type this.  Supposedly I checked in on my phone 24 hours in advance, then when i was in line to go through the general screening area the United app tells me I'm not checked in because I cant bring a carry-on with me. So now I need to get out of line and go back to speak with an agent. Then they tell me I have to pay for my bags to go through, $25 for the first bag and $35 for the second. And on the plane they stuck me in the last row. Where the people in front of me put their seat all the way back and my seat doesn't move! I paid as much as the person in front of me did, why did I get such a horrible seat? It wasnt fair for me to sit there all messed up, its ridiculous.On top of all of that, the plane is old, nothing is new. No tvs, no usb input, no headphones input, no entertainment, I am no longer a customer.",Negative
"Flew United Airlines from Chicago to Toronto. My flight was delayed 2 hours because of weather, I know this isnÃÂt the airlines fault but it was disappointing that they gave no snacks but did offer juice/water. It wasnÃÂt anything special, the seats were pretty comfortable and the price is was ok.",Mixed
