review,target,cleaned_review
"Pretty decent airline. Early morning flight from Singapore means that I will arrive in Dhaka before the mad traffic begins, which is good. Pleasantly surprised with the meals served, quite good. However the cabin crew was quite rude and I think with proper training in customer service and professionalism they will do just fine.",2,pretty decent airline early morning flight singapore mean arrive dhaka mad traffic begin good pleasantly surprised meal served quite good however cabin crew quite rude think proper training customer service professionalism fine
Was returning to Dhaka after business meeting. The flight was delayed a bit . Otherwise was a good flight,2,returning dhaka business meeting flight delayed bit otherwise good flight
Was on a business day trip from Dhaka to Chittagong. Was well organized and landed as scheduled. Good flight,2,business day trip dhaka chittagong well organized landed scheduled good flight
There Flight Crew And All the things are Very satisfied for me. And if you compare Price with other Air industries It's quite a cheap Option.,2,flight crew thing satisfied compare price air industry quite cheap option
Whenever we fly to chittagong it's through regent only. This time we flew with an infant. Overall experience was decent. While travelling with an infant usually experience extra care from other airlines. Here I had remind them multiple times to provide seat belt for my infant. If I didn't have prior flying experience with infant it would have been unsafe flying experience.,0,whenever fly chittagong regent time flew infant overall experience decent travelling infant usually experience extra care airline remind multiple time provide seat belt infant didnt prior flying experience infant would unsafe flying experience
Recently I took a short flight from Dhaka to Kolkata by Regent Airways.The staffs both in ground and on flight are nice and gentle people and coperative.It was Boeing 737 possibly but I wonder why don't they sell business class tickets for this route. I have no idea for their other flights.I think they should actively consider opening business class for such flights.,2,recently took short flight dhaka kolkata regent airwaysthe staff ground flight nice gentle people coperativeit boeing possibly wonder dont sell business class ticket route idea flightsi think actively consider opening business class flight
Compared to the price the service is good. Flights are on time and the crews are professional and well behaved. Complementary in flights are ok and the aircraft is well mentained. The only problem I feel is the ac is not working perfectly and it feels hot inside.,0,compared price service good flight time crew professional well behaved complementary flight ok aircraft well mentained problem feel ac working perfectly feel hot inside
"It was on April 2017 we went to Kathmandu by Regent Airways. Regent is perhaps the cheapest airlines company of Bangladesh, both for domestic and international flights. They are cheap and so we didn't expect much.The Cabin Crews are ok. No in flight entertainment. Meal is ok. Take off and landing is ok.",0,april went kathmandu regent airway regent perhaps cheapest airline company bangladesh domestic international flight cheap didnt expect muchthe cabin crew ok flight entertainment meal ok take landing ok
"Comfortable journey for a short air time due to the bigger aircraft, unlike other operators who deploys smaller aircrafts which sometimes results in bumpy flights & leg cramps due to insufficient leg space. But Regent's refreshments are terrible. ",1,comfortable journey short air time due bigger aircraft unlike operator deploys smaller aircraft sometimes result bumpy flight leg cramp due insufficient leg space regent refreshment terrible
"Regent Airways is a private Bangladeshi airlines which serves a few international destinations like Singapore, Bangkok, Doha, Kathmandu, Kolkata etc. Their fleet comprises of B737 and Dash-8 air crafts.",2,regent airway private bangladeshi airline serf international destination like singapore bangkok doha kathmandu kolkata etc fleet comprises b dash air craft
Cabins are neat and clean.Staffs were cordial and patient.Handle all the crowdy passengers professionally,2,cabin neat cleanstaffs cordial patienthandle crowdy passenger professionally
"As per my earlier review rest was the same. However, one of my team mate drank insensibly and got severely drank. The crews of regent cooperated with me well to bring him back to Bangladesh safely.",2,per earlier review rest however one team mate drank insensibly got severely drank crew regent cooperated well bring back bangladesh safely
It was an okay flight. Nothing special to mention about. The only good thing was the timing as it did not clash with my office hours.The food portion size should increase. For credit card holders a tip would be to have a good meal before getting on board.,0,okay flight nothing special mention good thing timing clash office hoursthe food portion size increase credit card holder tip would good meal getting board
Regent airways is one of the best domestic airways in Bangladesh. Flights are very clean. Flights are on time,2,regent airway one best domestic airway bangladesh flight clean flight time
Itâ€™s very tough to say negative comment about this airlines because itâ€™s my own countryâ€™s airlines representing my country. Although itâ€™s not govt airlines. Itâ€™s private. Their air conditioning is awful. Inside is hot and suffocating. Surprisingly they have no ice with coke. Not even chilled weather. Just because of flight time for Singapore is very good thatâ€™s why I think people chose it.,1,tough say negative comment airline country airline representing country although govt airline private air conditioning awful inside hot suffocating surprisingly ice coke even chilled weather flight time singapore good thats think people chose
"We traveled on April 26 just after the Nepal accident. There was 20 of us and we were very confused whether to cancel our trip. However, the Pilot was very expert and flight was very smooth. We got confidence and recommend other as well.",2,traveled april nepal accident u confused whether cancel trip however pilot expert flight smooth got confidence recommend well
I was in hurry! I've to come back to Dhaka for a very urgent reason! The flight is on - On time. I've got the best seat. An window front seat.,2,hurry ive come back dhaka urgent reason flight time ive got best seat window front seat
Was the first time flying in regent airways and had a average experience. Aircraft was a b737-700 and flight toke off on time and also landed at time. Take off and landing wasn't that smooth and seats were congested. many seats were not reclining properly.Food was average.Due to Ramadan they served cheese sandwich.Overall the flight was smooth amidst the rainy monsoon weather.,2,first time flying regent airway average experience aircraft b flight toke time also landed time take landing wasnt smooth seat congested many seat reclining properlyfood averagedue ramadan served cheese sandwichoverall flight smooth amidst rainy monsoon weather
Supposed to be my flight is yesterday at 2:30am but I'm still in Doha Airport waiting for the flight.16 hour waiting without reason and I hate this flight and also this company because this is my first time experience.. We all are attend at correct time but regarding flight is delayed that's not our problem this is holy month of Ramadan and we had fasting but no one is providing even one bottle of water to keep or break our fast I'm really so upset this is my fast and last travel with Bangladeshi flight because they all are same even in future i will not recommend any one do not choose... Well at least provide some food or water.. For fasting.. Now they given time 16 hours.. But not sure... Let me see if is not then wait for my new review and I'm sure that will be different language,1,supposed flight yesterday im still doha airport waiting flight hour waiting without reason hate flight also company first time experience attend correct time regarding flight delayed thats problem holy month ramadan fasting one providing even one bottle water keep break fast im really upset fast last travel bangladeshi flight even future recommend one choose well least provide food water fasting given time hour sure let see wait new review im sure different language
"though the plane was enough large, I felt a little congested inside. their sits are not so comfortable. but overall it was average.",0,though plane enough large felt little congested inside sits comfortable overall average
Their flying altitude is good for traveling. Normally I do not feel any jerking or turbulence. Good behavior shown by the cabin crew,2,flying altitude good traveling normally feel jerking turbulence good behavior shown cabin crew
"Right after we confirmed our booking and paid for the trip, the horrific accident happened in Kathmandu airport with US Bangla flight. As i was travelling with my full family, wanted to cancel the trip many times but finally had the courage to travel on March 26, 2018. The flight was on time both ways and their customer service was also very good. But they still have a lot of room to improve regarding their seats and in flight services.",2,right confirmed booking paid trip horrific accident happened kathmandu airport u bangla flight travelling full family wanted cancel trip many time finally courage travel march flight time way customer service also good still lot room improve regarding seat flight service
"Regent airways is a private airline of Bangladesh with its main hub at hazmat shahjalal international airport Dhaka and secedary hub at Chittagong airport. Although the airline currently serves to regional routes across South Asia, the service is praise worthy and competitive to other airlines.To begin with, the cabin crew are amiable and are easily approachable and professional at the same time. Moreover, the food on economy class is adequate and flavourful as well.The pilots are highly skilled and makes you feel you are at safe hands! To end my review, this airline is passionate about serving its passengers and has earned my respect.I firmly believe regent airways will one day make the Bangladesh aviation scene proud and will carry forward the name of our beloved country bangladesh, Go regent become diligent!",2,regent airway private airline bangladesh main hub hazmat shahjalal international airport dhaka secedary hub chittagong airport although airline currently serf regional route across south asia service praise worthy competitive airlinesto begin cabin crew amiable easily approachable professional time moreover food economy class adequate flavourful wellthe pilot highly skilled make feel safe hand end review airline passionate serving passenger earned respecti firmly believe regent airway one day make bangladesh aviation scene proud carry forward name beloved country bangladesh go regent become diligent
"On 29 April We were travelling from Dhaka to Saidpur. Due to bad weather we had to start late. The captain informed us that the flight route changed 3/4 times, due to bad weather the flight took Rajshahi route then it crossed border towards kolkata then entered Bangladesh through South Dinajpur. Finally landed to Saidpur safely. Would like to thank Captain and his team for the professionalism they showed.",2,april travelling dhaka saidpur due bad weather start late captain informed u flight route changed time due bad weather flight took rajshahi route crossed border towards kolkata entered bangladesh south dinajpur finally landed saidpur safely would like thank captain team professionalism showed
"Regent's managed to do it again -- another late flight without any rational explanation (the boarding agent tried to explain ""the weather in Dhaka is not so good,"" while Google tells me it's 78 degrees there and partially cloudy; the more likely explanation is that either the pilot overslept or they've held the plane because some upper-middle class family with a friend in the Regent office is running late).When I first arrived in Bangladesh six years ago, Regent used to be exceptionally reliable with both domestic and international flights, a welcome change from the wholly indifferent customer service of Bangladeshi airlines like Biman. In the past three years, whether through a change in management or just someone in charge allowing things to go steadily downhill, I have just come to expect 30 - 60 minute delays for 45-minute long domestic flights and an hour or more for international flights. My three hour flight to Bangkok today is now approaching two hours of delays with no announcements and likely no justifiable reason.",1,regent managed another late flight without rational explanation boarding agent tried explain weather dhaka good google tell degree partially cloudy likely explanation either pilot overslept theyve held plane uppermiddle class family friend regent office running latewhen first arrived bangladesh six year ago regent used exceptionally reliable domestic international flight welcome change wholly indifferent customer service bangladeshi airline like biman past three year whether change management someone charge allowing thing go steadily downhill come expect minute delay minute long domestic flight hour international flight three hour flight bangkok today approaching two hour delay announcement likely justifiable reason
"Both times the flight was late, air con was off, extremely hot. food was unhygenic. ground staff was ok, better legroom than other domestic flights. but air con was not on until we flew in the iar. which was nearly 1 hour in the runway.",1,time flight late air con extremely hot food unhygenic ground staff ok better legroom domestic flight air con flew iar nearly hour runway
"This was my 2nd time with Regent (1st time was domestic Dhaka -Coxs Bazar). And it made delay again. Any airlines can have delay, but it seemed to be a regular case for Regent and the staffs were not bothered by the delay. They are very rude and suggesting ""please complain to the management""! What the heck!!While coming from kathmandu, we were informed the airport that the flight would be delayed for 5hr. While flying from Dhaka to Coxs Bazar, the flight was delayed for 3hr.",1,nd time regent st time domestic dhaka cox bazar made delay airline delay seemed regular case regent staff bothered delay rude suggesting please complain management heckwhile coming kathmandu informed airport flight would delayed hr flying dhaka cox bazar flight delayed hr
Over all it was fine. The authority could not manage the luggage timely which costed 30 mins delay to start from Bangkok to Dhaka. There was 40 mins break at Chittagong International Airport. Their in flight service was good but they could increase the no of cabin crew. I would like to thank the airline authority and off course suggest other to board on Regent airlines.,2,fine authority could manage luggage timely costed min delay start bangkok dhaka min break chittagong international airport flight service good could increase cabin crew would like thank airline authority course suggest board regent airline
Service better then other operators running on this route. But during return they took us 40 minutes waiting on CCU and AC was not running due to ground connection problem.,1,service better operator running route return took u minute waiting ccu ac running due ground connection problem
"Traveled twice in 2 months. Went to Chittagong from Bangkok in December & returned in January. I have flown with the airline in the domestic routes couple of times in the past. First time I have flown in an international route due to the fact that other than Thai Smile only Regent operates direct flights to CGP (Chittagong) from Bangkok. Flight to Chittagong was pretty decent. There was a delay at the runway, only because there were too many flights waiting to take-off. The 737-700 aircraft was in a pretty good condition from it's outlook. Inside it was somewhat hot. The aircon was unable to provide enough coolness. People were sweating on their seat as the plane waited in the queue to take-off. However, the cabin crew assured us that the aircon will be fine as soon we get airborne! Seats were pretty comfy but not much legroom. You can't expect to have ample legroom in a 737. Liked the interior. Just requires some attention to cleanliness but nothing big.Take-off and landing was smooth. Traditional Bangladeshi food was provided. One thing I have noticed in my both flights, the male flight attendants do not smile at all. Especially for one them I felt like he hates his job! This obviously gave me a bad impression about their cabin service. Out of 4 cabin crew I came to see in my both flights, only one smiled and tried to give a good service. It's not just me, even my wife felt the same. No inflight entertainment. I wouldn't mind as this was just about 2 hours flight. Return flight experience was also pretty much same except the ground service we received is below standard. We had to walk to the Tarmac carrying our hand luggage and there were no lifts in Shah Amanat International Airport to go down to the tarmac from the waiting area at the 1st floor. We had to take the stairs and we had an old lady walking in front us who was struggling to walk down the stair case. No help offered to her from Regent whatsoever. As it was a narrow staircase it took her good 5 minutes to walk down the staircase and people were lining behind her. Felt sorry for her trouble. Same aircon problem in the return flight and food scrap found in the fold up meal tray. To our surprise ""Nasi Goreng"" was provided in meal! While landing at Bangkok, seems like the pilot was in rush to land. Took several sharp turns and the landing was hard. I wouldn't mind flying with Regent again but the attitude of the cabin crew does gives a negative impression. If you want to compete with the other airlines in the region you must improve your cabin service and bring the international standard. I would recommend to fly with Regent but don't expect too much as this is a small airline still trying to strengthen it's feet in the industry.",2,traveled twice month went chittagong bangkok december returned january flown airline domestic route couple time past first time flown international route due fact thai smile regent operates direct flight cgp chittagong bangkok flight chittagong pretty decent delay runway many flight waiting takeoff aircraft pretty good condition outlook inside somewhat hot aircon unable provide enough coolness people sweating seat plane waited queue takeoff however cabin crew assured u aircon fine soon get airborne seat pretty comfy much legroom cant expect ample legroom liked interior requires attention cleanliness nothing bigtakeoff landing smooth traditional bangladeshi food provided one thing noticed flight male flight attendant smile especially one felt like hate job obviously gave bad impression cabin service cabin crew came see flight one smiled tried give good service even wife felt inflight entertainment wouldnt mind hour flight return flight experience also pretty much except ground service received standard walk tarmac carrying hand luggage lift shah amanat international airport go tarmac waiting area st floor take stair old lady walking front u struggling walk stair case help offered regent whatsoever narrow staircase took good minute walk staircase people lining behind felt sorry trouble aircon problem return flight food scrap found fold meal tray surprise nasi goreng provided meal landing bangkok seems like pilot rush land took several sharp turn landing hard wouldnt mind flying regent attitude cabin crew give negative impression want compete airline region must improve cabin service bring international standard would recommend fly regent dont expect much small airline still trying strengthen foot industry
Their service are so good.But have to improve their food quality.Their staff are also so friendly & helpful.Best flight for chittagong to Kolkata and vice versa.,2,service goodbut improve food qualitytheir staff also friendly helpfulbest flight chittagong kolkata vice versa
"I flew Regent for my first trip to Bangladesh, from Chittagong to Dhaka. Seeing as it was the most efficient and (being a solo female traveller), safest way to get back to the capital, I booked a flight despite some initial reservations. I had a better than expected experience - the seats were comfortable, the flight was smooth and everything really went as planned. One tip for anyone travelling this route - try to travel light as you'll have to walk on the tarmac to get to the plane and climb up. Food-wise, I requested vegetarian food, but didn't get that. So please, any travellers intending to fly domestically, ensure that you have something to eat before flying. Will definitely recommend Regent for a positive experience and am looking forward to my next trip.",2,flew regent first trip bangladesh chittagong dhaka seeing efficient solo female traveller safest way get back capital booked flight despite initial reservation better expected experience seat comfortable flight smooth everything really went planned one tip anyone travelling route try travel light youll walk tarmac get plane climb foodwise requested vegetarian food didnt get please traveller intending fly domestically ensure something eat flying definitely recommend regent positive experience looking forward next trip
"As a frequent flyer, I was anxious to see what this small airline and regional airport could offer and was not disappointed. Flight was on time, airport TSA and airline personnel were accommodating and friendly. A no frills, but more than adequate, alternative to the larger, commercial carriers and the international (significantly more hectic) airports. Will definitely be flying this route with Regent Airlines again.",2,frequent flyer anxious see small airline regional airport could offer disappointed flight time airport tsa airline personnel accommodating friendly frill adequate alternative larger commercial carrier international significantly hectic airport definitely flying route regent airline
They can provide shuttle service from CGP to Chittagong city like other airlines providing in the airport.,0,provide shuttle service cgp chittagong city like airline providing airport
Usually I travel by Regent airways for Dhaka-Kolkata route. They always try to provided good service sometimes not because of the system like delay landing but thy do not forgot to apology. BTW last time i keep my powerbank in my luggage and they keep it in kolkata. I am sorry to say they didn't announce anything like that or it may be my mistake. After 2 days i got my luggage after facing lots of unexpected question. But the interesting part is that when i opened my luggage at home i got an unknown thing looks like inhaler or something in the luggage. Then i called Regent again and they apologize again to keep others packet in my luggage. This is actually called harassment. I including my family members was disappointed very much.,1,usually travel regent airway dhakakolkata route always try provided good service sometimes system like delay landing thy forgot apology btw last time keep powerbank luggage keep kolkata sorry say didnt announce anything like may mistake day got luggage facing lot unexpected question interesting part opened luggage home got unknown thing look like inhaler something luggage called regent apologize keep others packet luggage actually called harassment including family member disappointed much
We travelled via regent airways in Dhaka Kolkata route in numerous ocassion ... and this time used their service for Dhaka Coxs Bazar route.. Flawless as usual.. excellent timings..very professional...Highly recommended,2,travelled via regent airway dhaka kolkata route numerous ocassion time used service dhaka cox bazar route flawless usual excellent timingsvery professionalhighly recommended
Usually I travel by Regent airways for Dhaka-Kolkata route. They have provided me with very good service till now. Normally my luggages weight exceed moat of the time and they consider it only when it doesn't exceed too much and do not charge me extra.,2,usually travel regent airway dhakakolkata route provided good service till normally luggage weight exceed moat time consider doesnt exceed much charge extra
I flew in a nice new Boeing 737-800 that was part of a small fleet. Everything on the flight was very good.Departure and arrival was smooth and on time.Food and drink was good and surprisingly generous for a short hop.,2,flew nice new boeing part small fleet everything flight gooddeparture arrival smooth timefood drink good surprisingly generous short hop
The 30 minute flight includes a snack service consisting of a snack box and a soft drink. Punctual landing and baggage on the belt within 10 minutes of landing. good flight overall.Check-in and Boarding service at gate in kolkata was not so good.,0,minute flight includes snack service consisting snack box soft drink punctual landing baggage belt within minute landing good flight overallcheckin boarding service gate kolkata good
"This is a good choice if you're looking for an airline with strong domestic connectivity, especially on the Dhaka and Chittagong route. But then, all the other national carrier fly effeiciently on these routes. Pros: Umm to be honest, they just transport you.Cons: No inflight entertainment. Minimal and poor quality of refreshment. It suffers big time with on time performance. Cancellation and long delays are very normal.Leg room: AverageConclusion: If you're flying within Bangladesh, look to travel by Novo Air. Another thing I'd like to say that they're expanding. They are bringing in Boeing 737s and I hope with the expansion of fleet, they expand their management and it brings more professionalism overall.",0,good choice youre looking airline strong domestic connectivity especially dhaka chittagong route national carrier fly effeiciently route pro umm honest transport youcons inflight entertainment minimal poor quality refreshment suffers big time time performance cancellation long delay normalleg room averageconclusion youre flying within bangladesh look travel novo air another thing id like say theyre expanding bringing boeing hope expansion fleet expand management brings professionalism overall
"Regent Airways is a Bangladeshi airline based in Dhaka. They have both international and domestic flights. We availed their Dhaka-Coxâ€™s Bazar- Dhaka flights. The aircraft was a Boeing 737, it was clean and comfortable for a short domestic flight. Ticket price was reasonable, food was good with good service. Flight attendants were also very good. Flight from Dhaka departed on time but during return to Dhaka was a bit delayed due to bad weather, otherwise itâ€™s perfect. Both takeoff and landing were very good and smooth. This is one of the good airlines for the domestic travel.",2,regent airway bangladeshi airline based dhaka international domestic flight availed dhakacoxs bazar dhaka flight aircraft boeing clean comfortable short domestic flight ticket price reasonable food good good service flight attendant also good flight dhaka departed time return dhaka bit delayed due bad weather otherwise perfect takeoff landing good smooth one good airline domestic travel
"Flight was smooth. Fairly good ground handling, considering space challenges at Dhaka Domestic Airport. In flight services were efficient.",2,flight smooth fairly good ground handling considering space challenge dhaka domestic airport flight service efficient
"Took an one way flight Singapore-Dhaka on this airline. Price was really cheap, actually cheaper than budget airlines where you need to pay for food and luggage.Flight departed on time, about 20 min behind schedule due to airport congestion at Changi.Aircraft was quite old, narrow leg space, some seats had faulty recline system. But it was clean and comfortable enough for a short flight of four hours.After take off, there was a loud noise, which crew told me due to air condition system. After a minute, it was ok.News paper was given out after takeoff.Wet towel packet was given followed by food service, main meal of chicken-Pulau and a dessert, small bottle of water, Coke/Sprite and then tea-coffee.Luggage allowance in economy class was a whopping 50kg.Plane reached Dhaka on time, landing was super smooth.Pilot periodically updated about flight progress. Crew were really polite and helpful.Overall: old aircraft, great crew, good service, on time, cheap fare, will fly again.",2,took one way flight singaporedhaka airline price really cheap actually cheaper budget airline need pay food luggageflight departed time min behind schedule due airport congestion changiaircraft quite old narrow leg space seat faulty recline system clean comfortable enough short flight four hoursafter take loud noise crew told due air condition system minute oknews paper given takeoffwet towel packet given followed food service main meal chickenpulau dessert small bottle water cokesprite teacoffeeluggage allowance economy class whopping kgplane reached dhaka time landing super smoothpilot periodically updated flight progress crew really polite helpfuloverall old aircraft great crew good service time cheap fare fly
"I regularly fly this airline to Singapore. Have done 4 return trips in the last three months or so. Also did a return trip to Chittagong. All the trips were on Business Class. The main consideration was the competitive pricing and overall value for money. The check in for departure at SATS Lounge in Singapore is a delight and deserves an â€œexcellent. Overall I would have given an excellent rating (food only no entertainment) but the in flight cabin service needs attention. It is inconsistent (some of them are very good) and the cabin crew needs further training. They couldnâ€™t find a place to hang my jacket and the result after a four hour flight was a crumpled jacket which needed immediate laundry service at the hotel for me to wear it to the meeting. Of course cost me a few $s. However, I will recommend Regent Airways with the caveat of flying time of up to 4 hours if the flight is on this aircraft. Value for money I would have given them a excellent rating but for inconsistent cabin service.",2,regularly fly airline singapore done return trip last three month also return trip chittagong trip business class main consideration competitive pricing overall value money check departure sat lounge singapore delight deserves excellent overall would given excellent rating food entertainment flight cabin service need attention inconsistent good cabin crew need training couldnt find place hang jacket result four hour flight crumpled jacket needed immediate laundry service hotel wear meeting course cost however recommend regent airway caveat flying time hour flight aircraft value money would given excellent rating inconsistent cabin service
"No in-flight entertainment; however, It was a short flight, hence, pretty okay with this. Clean aircraft having decent aircrews. Most importantly Regent Airways flights are on-time.",2,inflight entertainment however short flight hence pretty okay clean aircraft decent aircrew importantly regent airway flight ontime
"Regent Airways is one of the oldest private airline of Bangladesh. Many of the private airlines did not survive there, but this airline is doing pretty well with a number of international service. Rx0784 is one of those intentional service flying everyday to Singapore. It departs at 3:45PM Bangladesh Standard Time. Takes around 4 hours to reach Singapore.Flight departed on time and reached Singapore on schedule. Half of the seats were empty. Foods were pretty satisfactory considering Indo Pak subcontinent food choice. Only one types of food are served and choices for vegetarian, diabetics or other needs. No media or entertainment services available during this 4 hours flight. Air craft is quite old but it really did not matter so long maintained and free of problems.While online booking seat selection can not be done. Also advance online check in facility not available. Airline's website is very simple one with very less information available.Despite all pros and cons I would love to fly this airline again due to economic price, timely departure and smooth flight.",2,regent airway one oldest private airline bangladesh many private airline survive airline pretty well number international service rx one intentional service flying everyday singapore departs pm bangladesh standard time take around hour reach singaporeflight departed time reached singapore schedule half seat empty food pretty satisfactory considering indo pak subcontinent food choice one type food served choice vegetarian diabetic need medium entertainment service available hour flight air craft quite old really matter long maintained free problemswhile online booking seat selection done also advance online check facility available airline website simple one less information availabledespite pro con would love fly airline due economic price timely departure smooth flight
The plane size is small which is a Dash Airline. So it is not at all comfortable to travel to international destination with such small plane.,1,plane size small dash airline comfortable travel international destination small plane
"Dhaka to cox's bazar. My flight was on 17th July 2017. The flight was delayed for 45 minutes. Before starting the flight they just close the door and within 2/3 minutes inside the plane getting hot, something wrong with air-condition and air pressure was not ok after 10/15 minutes plane was getting smoky and dark. We are really struggling to take breath and starting ear pain. We have been inside the terrible plane with horrible experience more than 30 minutes. They were unable to open the door for half an hour and we really scared. Next two days my wife was suffering with ear pain. We couldnâ€™t enjoy our Holliday. But it was really matter of regrets that the authority didnâ€™t contact with us by any way. I was surprised with their behavior. The aircraft condition was very poor. And the air-condition was not working properly. Stopped traveling with this airline. I would not recommend for next flight.",1,dhaka cox bazar flight th july flight delayed minute starting flight close door within minute inside plane getting hot something wrong aircondition air pressure ok minute plane getting smoky dark really struggling take breath starting ear pain inside terrible plane horrible experience minute unable open door half hour really scared next two day wife suffering ear pain couldnt enjoy holliday really matter regret authority didnt contact u way surprised behavior aircraft condition poor aircondition working properly stopped traveling airline would recommend next flight
"The best thing is ALWAYS ON TIME. I have travelled at least 4 times in DAC-BKK-DAC route and it never delayed or cancelledThe food was ok . . . Tasty and freshBehaviour was coolTake off/ Landing was satisfactoryLuggage allowance and handling was okOnly the rear seats were shabby (I don't know, if it's the same in all their aircrafts.Over all it was an excellent value for money",2,best thing always time travelled least time dacbkkdac route never delayed cancelledthe food ok tasty freshbehaviour cooltake landing satisfactoryluggage allowance handling okonly rear seat shabby dont know aircraftsover excellent value money
Good service. Flight attendents were good too. Food is better compare to other domestic airliners. Good choice.,2,good service flight attendents good food better compare domestic airliner good choice
Budget airline courteous checking staff & crew. Meal option is limited. Baggage handling is not up to the mark.,1,budget airline courteous checking staff crew meal option limited baggage handling mark
The flight delays for 2 hours. After boarding everybody was feeling suffocated as the AC was not working properly. The served food was stale and below standard. Cabin crews were helpful. The flight costs much than usual.,1,flight delay hour boarding everybody feeling suffocated ac working properly served food stale standard cabin crew helpful flight cost much usual
Not a very pleasant experience. Boarding difficult having to walk from the terminal to the plane in heavy rain. Umbrellas handed out to keep dry.Very noisy,1,pleasant experience boarding difficult walk terminal plane heavy rain umbrella handed keep dryvery noisy
"The flight was enjoyable,on time flight attendants were helpful, food was so so. check in counter is friendly tooyou can fly in Regent",2,flight enjoyableon time flight attendant helpful food check counter friendly tooyou fly regent
They used to be benchmark among the Bangladeshi airlines. Average for a budget airline but leg space is too much congested. The seats are worn out so not much comfortable needs some changing to the seats. Food quality is above average and service and attitude of the crew was average. It was kind of a long tiring flight for me from Dhaka to BKK since there is a layover in another city. Would opt for direct flight at almost same price next time.,0,used benchmark among bangladeshi airline average budget airline leg space much congested seat worn much comfortable need changing seat food quality average service attitude crew average kind long tiring flight dhaka bkk since layover another city would opt direct flight almost price next time
"One good option I just found out, direct flight to Chittagong at very good time table. Arrival time for another airlines round-tickets are too late at night.Meal, snacks and drinking water served. Tea, coffee, Cola and Sprite at your choice.",2,one good option found direct flight chittagong good time table arrival time another airline roundtickets late nightmeal snack drinking water served tea coffee cola sprite choice
"I definitely feel that this is one of the contender to be the challenger of Asia which has been dominating the budget airlines industry in South East Asia. Since this flight took the route from Kathmandu to Dhaka, I manage to see to peak of Mount Everest...it was me lucky day due to clear sky weather on the Himalaya's - surely a great airline to fly with ( friendly staff, good food, nice interior, etc...)",2,definitely feel one contender challenger asia dominating budget airline industry south east asia since flight took route kathmandu dhaka manage see peak mount everestit lucky day due clear sky weather himalaya surely great airline fly friendly staff good food nice interior etc
"I flew with my family from Kolkata to Dhaka, only 40 min hop. The flight was on time and the in-cabin service was ok with some snacks. An airline cannot truly be judged by flying only once for a short hop though. I did not even use the toilet in that time. I have not heard any serious complains from my travel agent or friends about the airline, unless otherwise, I'll fly again.",0,flew family kolkata dhaka min hop flight time incabin service ok snack airline truly judged flying short hop though even use toilet time heard serious complains travel agent friend airline unless otherwise ill fly
My flight was from Dhaka to Bangkok and I never knew about the layover at Chittagong!This was the hassle and the aircraft was less cool. I think the AC does not work properly. Otherwise the trip was on time.,1,flight dhaka bangkok never knew layover chittagongthis hassle aircraft less cool think ac work properly otherwise trip time
"Traveled to Dhaka on 01 APR and the experience is horrible from the time of boarding the plane, There is no proper Queue method is available to follow. And once you are in the plane there are lot of Mosquitoes , and the AC is not working at all, its suffocating in the cabin, since there is no proper air in mid flight even though its a short distance flight since its too hot during summer season particularly in Asia sub continent, and more over the snacks provided are in very cold condition. It seems they are opted 2nd hand planes from Developed countries and running.I even noticed cockroaches in the bathroom area.Traveled multiple times through the same sector but the experience is same, not even know they are managing it. My sincere advice is to fellow travelers is to go for Air India or any other Airways for best experience mainly in this sector.",1,traveled dhaka apr experience horrible time boarding plane proper queue method available follow plane lot mosquito ac working suffocating cabin since proper air mid flight even though short distance flight since hot summer season particularly asia sub continent snack provided cold condition seems opted nd hand plane developed country runningi even noticed cockroach bathroom areatraveled multiple time sector experience even know managing sincere advice fellow traveler go air india airway best experience mainly sector
Regent Airways Bangladesh has started operation for the last 4/5 years and now operating several international flights in addition of domestic flights. The flight from DAC to CUU in March was perfectly on time. The new Boeing 737 was perfectly clean. The flight left on time and reached on time. One point I would like to mention- the landing at CCU was not comfortable and appeared that the aircraft came to stop within a short distance.,0,regent airway bangladesh started operation last year operating several international flight addition domestic flight flight dac cuu march perfectly time new boeing perfectly clean flight left time reached time one point would like mention landing ccu comfortable appeared aircraft came stop within short distance
"My last flight was on 28th Feb-17. I thought the authority improved their service, but not. It was about 30 minutes delayed.",1,last flight th feb thought authority improved service minute delayed
Flight as usual delayed. But this time for 3 hours. they informed us at late night 3 AM whereas their customer care opened from 8AM to 10PM. Very disappointing customer services responses.,1,flight usual delayed time hour informed u late night whereas customer care opened pm disappointing customer service response
"The flights are delayed mostly from what I have experienced, AC never really works. The attendants were not that child friendly. Stopped traveling on this airlines.",1,flight delayed mostly experienced ac never really work attendant child friendly stopped traveling airline
Noting to specify except their timing. They maintain their timing that's for sure. Rest of the things are average standards.,0,noting specify except timing maintain timing thats sure rest thing average standard
"Today I have traveled by Regent Airways from Dhaka to Singapore with my family. My parents are on wheel chair and was in business class. In both class seats are dirty, toilets are dirty and worse part is crews are very ill mannered. I am a frequent flyer and platinum member and travel in in different domestic and international airlines. This was really poor service at any standard",1,today traveled regent airway dhaka singapore family parent wheel chair business class class seat dirty toilet dirty worse part crew ill mannered frequent flyer platinum member travel different domestic international airline really poor service standard
"I flew with Regent Air many times and always found Bad Air Conditioning, Delayed Flight and No customer service",1,flew regent air many time always found bad air conditioning delayed flight customer service
